CODIGO_CLIENTE,MATRICULA,DATA_VENDA,NUMERO_NOTA
1471156710,00237,2015-01-02,197
50534475787,00235,2015-01-02,198
8502682733,00237,2015-01-02,199
9283760794,00235,2015-01-02,200
3623344710,00236,2015-01-02,201
2600586709,00236,2015-01-02,202
8502682733,00236,2015-01-02,203
8719655770,00235,2015-01-02,204
94387575700,00236,2015-01-02,205
9283760794,00236,2015-01-02,206
8719655770,00236,2015-01-02,207
50534475787,00235,2015-01-02,208
1471156710,00235,2015-01-02,209
2600586709,00235,2015-01-02,210
2600586709,00237,2015-01-02,211
5840119709,00237,2015-01-02,212
94387575700,00236,2015-01-02,213
19290992743,00235,2015-01-02,214
50534475787,00237,2015-01-02,215
2600586709,00235,2015-01-02,216
7771579779,00237,2015-01-02,217
9283760794,00235,2015-01-02,218
492472718,00237,2015-01-02,219
5576228758,00237,2015-01-02,220
7771579779,00235,2015-01-02,221
5576228758,00235,2015-01-02,222
94387575700,00237,2015-01-02,223
5840119709,00236,2015-01-02,224
8502682733,00236,2015-01-02,225
7771579779,00235,2015-01-02,226
2600586709,00237,2015-01-02,227
50534475787,00237,2015-01-02,228
3623344710,00236,2015-01-02,229
5840119709,00237,2015-01-02,230
5576228758,00237,2015-01-02,231
1471156710,00236,2015-01-02,232
8719655770,00237,2015-01-02,233
94387575700,00235,2015-01-02,234
7771579779,00235,2015-01-02,235
2600586709,00236,2015-01-02,236
3623344710,00236,2015-01-02,237
2600586709,00237,2015-01-02,238
8502682733,00237,2015-01-02,239
94387575700,00236,2015-01-03,240
492472718,00235,2015-01-03,241
7771579779,00237,2015-01-03,242
9283760794,00237,2015-01-03,243
5648641702,00236,2015-01-03,244
50534475787,00236,2015-01-03,245
5648641702,00235,2015-01-03,246
5576228758,00236,2015-01-03,247
8719655770,00235,2015-01-03,248
1471156710,00235,2015-01-03,249
2600586709,00235,2015-01-03,250
5648641702,00235,2015-01-03,251
5576228758,00237,2015-01-03,252
1471156710,00236,2015-01-03,253
5840119709,00237,2015-01-03,254
3623344710,00235,2015-01-03,255
5648641702,00237,2015-01-03,256
1471156710,00236,2015-01-03,257
19290992743,00235,2015-01-03,258
5840119709,00235,2015-01-03,259
1471156710,00237,2015-01-03,260
94387575700,00235,2015-01-03,261
3623344710,00237,2015-01-03,262
5576228758,00236,2015-01-03,263
5576228758,00236,2015-01-03,264
9283760794,00237,2015-01-03,265
50534475787,00236,2015-01-03,266
5648641702,00237,2015-01-03,267
9283760794,00235,2015-01-03,268
3623344710,00236,2015-01-03,269
8719655770,00237,2015-01-03,270
5648641702,00236,2015-01-03,271
9283760794,00236,2015-01-03,272
5648641702,00235,2015-01-03,273
19290992743,00237,2015-01-03,274
8719655770,00235,2015-01-03,275
8502682733,00237,2015-01-03,276
1471156710,00235,2015-01-03,277
50534475787,00235,2015-01-03,278
1471156710,00235,2015-01-03,279
492472718,00237,2015-01-03,280
94387575700,00236,2015-01-03,281
2600586709,00237,2015-01-03,282
7771579779,00235,2015-01-03,283
2600586709,00236,2015-01-03,284
94387575700,00235,2015-01-03,285
1471156710,00236,2015-01-03,286
5576228758,00235,2015-01-03,287
492472718,00235,2015-01-03,288
492472718,00236,2015-01-03,289
7771579779,00235,2015-01-03,290
8719655770,00236,2015-01-03,291
9283760794,00235,2015-01-03,292
50534475787,00237,2015-01-03,293
3623344710,00237,2015-01-03,294
50534475787,00237,2015-01-03,295
2600586709,00237,2015-01-03,296
3623344710,00237,2015-01-03,297
8502682733,00237,2015-01-03,298
1471156710,00237,2015-01-03,299
7771579779,00236,2015-01-03,300
5840119709,00236,2015-01-03,301
8719655770,00236,2015-01-03,302
3623344710,00235,2015-01-03,303
3623344710,00236,2015-01-03,304
19290992743,00236,2015-01-03,305
7771579779,00235,2015-01-03,306
19290992743,00235,2015-01-03,307
5576228758,00237,2015-01-03,308
8502682733,00236,2015-01-03,309
1471156710,00237,2015-01-04,310
492472718,00236,2015-01-04,311
3623344710,00235,2015-01-04,312
8719655770,00237,2015-01-04,313
50534475787,00236,2015-01-04,314
19290992743,00237,2015-01-04,315
5840119709,00237,2015-01-04,316
8502682733,00235,2015-01-04,317
492472718,00236,2015-01-04,318
50534475787,00237,2015-01-04,319
9283760794,00236,2015-01-04,320
2600586709,00235,2015-01-04,321
1471156710,00237,2015-01-04,322
2600586709,00237,2015-01-04,323
492472718,00236,2015-01-04,324
94387575700,00237,2015-01-04,325
3623344710,00237,2015-01-04,326
492472718,00236,2015-01-04,327
94387575700,00236,2015-01-04,328
2600586709,00237,2015-01-04,329
8719655770,00237,2015-01-04,330
492472718,00237,2015-01-04,331
19290992743,00236,2015-01-04,332
7771579779,00236,2015-01-04,333
8502682733,00236,2015-01-04,334
5648641702,00237,2015-01-04,335
3623344710,00237,2015-01-04,336
1471156710,00236,2015-01-04,337
8719655770,00236,2015-01-04,338
492472718,00237,2015-01-04,339
19290992743,00236,2015-01-04,340
1471156710,00235,2015-01-04,341
1471156710,00237,2015-01-04,342
2600586709,00235,2015-01-04,343
9283760794,00236,2015-01-04,344
94387575700,00236,2015-01-04,345
3623344710,00236,2015-01-04,346
492472718,00236,2015-01-04,347
50534475787,00235,2015-01-04,348
1471156710,00236,2015-01-04,349
8502682733,00236,2015-01-04,350
19290992743,00237,2015-01-04,351
5840119709,00237,2015-01-04,352
5648641702,00235,2015-01-04,353
8502682733,00236,2015-01-04,354
492472718,00235,2015-01-04,355
8719655770,00237,2015-01-04,356
8502682733,00236,2015-01-04,357
5840119709,00236,2015-01-04,358
94387575700,00235,2015-01-04,359
9283760794,00236,2015-01-04,360
9283760794,00236,2015-01-04,361
492472718,00235,2015-01-04,362
5576228758,00237,2015-01-04,363
1471156710,00235,2015-01-04,364
1471156710,00237,2015-01-04,365
8719655770,00235,2015-01-04,366
50534475787,00236,2015-01-04,367
492472718,00235,2015-01-04,368
5840119709,00236,2015-01-04,369
2600586709,00235,2015-01-04,370
5648641702,00235,2015-01-04,371
94387575700,00235,2015-01-04,372
19290992743,00237,2015-01-04,373
7771579779,00237,2015-01-04,374
5648641702,00235,2015-01-05,375
9283760794,00235,2015-01-05,376
5576228758,00237,2015-01-05,377
5576228758,00237,2015-01-05,378
5576228758,00236,2015-01-05,379
94387575700,00236,2015-01-05,380
5648641702,00235,2015-01-05,381
8502682733,00236,2015-01-05,382
2600586709,00236,2015-01-05,383
5840119709,00235,2015-01-05,384
94387575700,00237,2015-01-05,385
94387575700,00237,2015-01-05,386
7771579779,00236,2015-01-05,387
50534475787,00235,2015-01-05,388
8719655770,00236,2015-01-05,389
94387575700,00235,2015-01-05,390
5648641702,00236,2015-01-05,391
5576228758,00237,2015-01-05,392
8502682733,00237,2015-01-05,393
2600586709,00235,2015-01-05,394
7771579779,00237,2015-01-05,395
7771579779,00237,2015-01-05,396
9283760794,00236,2015-01-05,397
8502682733,00235,2015-01-05,398
50534475787,00236,2015-01-05,399
19290992743,00235,2015-01-05,400
9283760794,00237,2015-01-05,401
9283760794,00237,2015-01-05,402
2600586709,00237,2015-01-05,403
50534475787,00235,2015-01-05,404
8502682733,00237,2015-01-05,405
5648641702,00237,2015-01-05,406
492472718,00235,2015-01-05,407
1471156710,00236,2015-01-05,408
5576228758,00236,2015-01-05,409
2600586709,00237,2015-01-05,410
19290992743,00237,2015-01-05,411
8502682733,00236,2015-01-05,412
5840119709,00237,2015-01-05,413
5840119709,00235,2015-01-05,414
5576228758,00235,2015-01-05,415
94387575700,00237,2015-01-05,416
1471156710,00236,2015-01-05,417
1471156710,00235,2015-01-05,418
5576228758,00235,2015-01-05,419
8502682733,00236,2015-01-05,420
5840119709,00236,2015-01-05,421
19290992743,00236,2015-01-05,422
5648641702,00236,2015-01-05,423
2600586709,00236,2015-01-05,424
492472718,00235,2015-01-05,425
5576228758,00236,2015-01-05,426
19290992743,00235,2015-01-05,427
7771579779,00237,2015-01-05,428
94387575700,00235,2015-01-05,429
2600586709,00236,2015-01-05,430
5840119709,00236,2015-01-05,431
1471156710,00236,2015-01-05,432
492472718,00237,2015-01-05,433
8502682733,00235,2015-01-05,434
5840119709,00237,2015-01-05,435
8719655770,00236,2015-01-05,436
50534475787,00237,2015-01-05,437
5576228758,00235,2015-01-05,438
50534475787,00237,2015-01-05,439
7771579779,00236,2015-01-05,440
9283760794,00237,2015-01-05,441
3623344710,00236,2015-01-05,442
7771579779,00236,2015-01-05,443
50534475787,00237,2015-01-05,444
9283760794,00235,2015-01-05,445
492472718,00235,2015-01-05,446
3623344710,00237,2015-01-05,447
5840119709,00237,2015-01-05,448
19290992743,00236,2015-01-05,449
2600586709,00236,2015-01-05,450
1471156710,00237,2015-01-05,451
9283760794,00237,2015-01-05,452
5576228758,00237,2015-01-05,453
1471156710,00236,2015-01-05,454
1471156710,00237,2015-01-05,455
50534475787,00236,2015-01-05,456
2600586709,00235,2015-01-05,457
94387575700,00235,2015-01-05,458
492472718,00235,2015-01-05,459
8719655770,00236,2015-01-05,460
50534475787,00236,2015-01-06,461
8502682733,00237,2015-01-06,462
94387575700,00236,2015-01-06,463
1471156710,00235,2015-01-06,464
3623344710,00237,2015-01-06,465
5840119709,00237,2015-01-06,466
8719655770,00235,2015-01-06,467
50534475787,00236,2015-01-06,468
2600586709,00235,2015-01-06,469
5840119709,00237,2015-01-06,470
94387575700,00237,2015-01-06,471
8502682733,00236,2015-01-06,472
5840119709,00237,2015-01-06,473
2600586709,00236,2015-01-06,474
3623344710,00236,2015-01-06,475
8502682733,00236,2015-01-06,476
5648641702,00236,2015-01-06,477
5576228758,00237,2015-01-06,478
8502682733,00236,2015-01-06,479
3623344710,00236,2015-01-06,480
7771579779,00235,2015-01-06,481
5840119709,00236,2015-01-06,482
94387575700,00237,2015-01-06,483
2600586709,00237,2015-01-06,484
8502682733,00236,2015-01-06,485
3623344710,00237,2015-01-06,486
2600586709,00237,2015-01-06,487
94387575700,00237,2015-01-06,488
9283760794,00237,2015-01-06,489
492472718,00235,2015-01-06,490
5840119709,00237,2015-01-06,491
492472718,00236,2015-01-06,492
5648641702,00236,2015-01-06,493
19290992743,00235,2015-01-06,494
1471156710,00236,2015-01-06,495
1471156710,00237,2015-01-06,496
19290992743,00235,2015-01-06,497
94387575700,00235,2015-01-06,498
5648641702,00236,2015-01-06,499
5840119709,00235,2015-01-06,500
8502682733,00235,2015-01-06,501
94387575700,00236,2015-01-06,502
9283760794,00235,2015-01-06,503
94387575700,00235,2015-01-06,504
5648641702,00235,2015-01-06,505
9283760794,00237,2015-01-06,506
50534475787,00235,2015-01-06,507
2600586709,00235,2015-01-06,508
3623344710,00235,2015-01-06,509
5576228758,00235,2015-01-06,510
3623344710,00235,2015-01-06,511
8719655770,00236,2015-01-06,512
1471156710,00237,2015-01-06,513
8502682733,00237,2015-01-06,514
8719655770,00235,2015-01-06,515
8502682733,00237,2015-01-06,516
5648641702,00237,2015-01-06,517
3623344710,00235,2015-01-06,518
9283760794,00237,2015-01-06,519
7771579779,00237,2015-01-06,520
492472718,00235,2015-01-06,521
7771579779,00235,2015-01-06,522
8719655770,00235,2015-01-06,523
5576228758,00237,2015-01-06,524
9283760794,00237,2015-01-06,525
19290992743,00235,2015-01-06,526
8719655770,00237,2015-01-06,527
19290992743,00235,2015-01-06,528
19290992743,00237,2015-01-06,529
5648641702,00236,2015-01-06,530
7771579779,00236,2015-01-06,531
1471156710,00237,2015-01-06,532
94387575700,00235,2015-01-06,533
1471156710,00235,2015-01-06,534
5840119709,00237,2015-01-06,535
3623344710,00236,2015-01-06,536
50534475787,00236,2015-01-06,537
5840119709,00236,2015-01-06,538
3623344710,00236,2015-01-06,539
8502682733,00235,2015-01-06,540
5840119709,00237,2015-01-06,541
1471156710,00236,2015-01-06,542
9283760794,00235,2015-01-06,543
94387575700,00236,2015-01-06,544
7771579779,00236,2015-01-06,545
492472718,00236,2015-01-06,546
492472718,00235,2015-01-06,547
1471156710,00235,2015-01-06,548
2600586709,00235,2015-01-06,549
7771579779,00237,2015-01-07,550
8719655770,00235,2015-01-07,551
5840119709,00236,2015-01-07,552
3623344710,00235,2015-01-07,553
7771579779,00237,2015-01-07,554
5576228758,00237,2015-01-07,555
5648641702,00235,2015-01-07,556
8502682733,00235,2015-01-07,557
5648641702,00237,2015-01-07,558
5576228758,00235,2015-01-07,559
5840119709,00236,2015-01-07,560
19290992743,00237,2015-01-07,561
2600586709,00236,2015-01-07,562
94387575700,00235,2015-01-07,563
5840119709,00236,2015-01-07,564
492472718,00237,2015-01-07,565
9283760794,00237,2015-01-07,566
50534475787,00237,2015-01-07,567
5648641702,00237,2015-01-07,568
5648641702,00236,2015-01-07,569
5840119709,00236,2015-01-07,570
8502682733,00237,2015-01-07,571
8719655770,00237,2015-01-07,572
7771579779,00236,2015-01-07,573
7771579779,00236,2015-01-07,574
3623344710,00236,2015-01-07,575
50534475787,00237,2015-01-07,576
492472718,00237,2015-01-07,577
94387575700,00235,2015-01-07,578
5648641702,00236,2015-01-07,579
5576228758,00237,2015-01-07,580
94387575700,00235,2015-01-07,581
5576228758,00236,2015-01-07,582
9283760794,00237,2015-01-07,583
19290992743,00235,2015-01-07,584
5576228758,00235,2015-01-07,585
9283760794,00235,2015-01-07,586
5576228758,00235,2015-01-07,587
94387575700,00235,2015-01-07,588
7771579779,00237,2015-01-07,589
5576228758,00237,2015-01-07,590
8502682733,00237,2015-01-07,591
5648641702,00236,2015-01-07,592
8502682733,00236,2015-01-07,593
492472718,00236,2015-01-07,594
5576228758,00237,2015-01-07,595
492472718,00236,2015-01-07,596
5840119709,00237,2015-01-07,597
50534475787,00236,2015-01-07,598
19290992743,00235,2015-01-07,599
5576228758,00236,2015-01-07,600
8502682733,00235,2015-01-07,601
3623344710,00235,2015-01-07,602
7771579779,00235,2015-01-07,603
50534475787,00235,2015-01-07,604
50534475787,00235,2015-01-07,605
8719655770,00236,2015-01-07,606
3623344710,00236,2015-01-07,607
7771579779,00235,2015-01-07,608
3623344710,00236,2015-01-07,609
5840119709,00235,2015-01-07,610
3623344710,00235,2015-01-07,611
19290992743,00235,2015-01-07,612
8502682733,00236,2015-01-07,613
94387575700,00237,2015-01-07,614
9283760794,00236,2015-01-07,615
8502682733,00236,2015-01-07,616
5576228758,00237,2015-01-08,617
5576228758,00236,2015-01-08,618
2600586709,00236,2015-01-08,619
9283760794,00237,2015-01-08,620
8719655770,00235,2015-01-08,621
9283760794,00235,2015-01-08,622
1471156710,00237,2015-01-08,623
19290992743,00235,2015-01-08,624
8719655770,00235,2015-01-08,625
19290992743,00235,2015-01-08,626
5648641702,00237,2015-01-08,627
9283760794,00236,2015-01-08,628
5648641702,00237,2015-01-08,629
3623344710,00237,2015-01-08,630
94387575700,00236,2015-01-08,631
5840119709,00235,2015-01-08,632
94387575700,00236,2015-01-08,633
50534475787,00236,2015-01-08,634
1471156710,00237,2015-01-08,635
1471156710,00237,2015-01-08,636
5840119709,00236,2015-01-08,637
3623344710,00236,2015-01-08,638
1471156710,00235,2015-01-08,639
9283760794,00235,2015-01-08,640
3623344710,00237,2015-01-08,641
3623344710,00237,2015-01-08,642
8719655770,00235,2015-01-08,643
5648641702,00236,2015-01-08,644
50534475787,00235,2015-01-08,645
94387575700,00237,2015-01-08,646
1471156710,00237,2015-01-08,647
8719655770,00237,2015-01-08,648
2600586709,00236,2015-01-08,649
7771579779,00236,2015-01-08,650
3623344710,00235,2015-01-08,651
19290992743,00236,2015-01-08,652
50534475787,00237,2015-01-08,653
2600586709,00235,2015-01-08,654
5576228758,00235,2015-01-08,655
5840119709,00235,2015-01-08,656
5840119709,00235,2015-01-08,657
492472718,00237,2015-01-08,658
5576228758,00237,2015-01-08,659
19290992743,00237,2015-01-08,660
9283760794,00237,2015-01-08,661
492472718,00237,2015-01-08,662
8502682733,00237,2015-01-08,663
50534475787,00237,2015-01-08,664
1471156710,00237,2015-01-08,665
19290992743,00235,2015-01-08,666
19290992743,00236,2015-01-08,667
50534475787,00237,2015-01-08,668
2600586709,00237,2015-01-08,669
94387575700,00236,2015-01-08,670
1471156710,00235,2015-01-08,671
1471156710,00235,2015-01-08,672
8502682733,00237,2015-01-08,673
50534475787,00236,2015-01-08,674
3623344710,00236,2015-01-08,675
5840119709,00236,2015-01-08,676
2600586709,00236,2015-01-08,677
1471156710,00237,2015-01-08,678
2600586709,00236,2015-01-08,679
19290992743,00236,2015-01-08,680
2600586709,00236,2015-01-08,681
1471156710,00235,2015-01-08,682
19290992743,00237,2015-01-08,683
7771579779,00235,2015-01-08,684
9283760794,00236,2015-01-08,685
50534475787,00237,2015-01-08,686
19290992743,00236,2015-01-08,687
8719655770,00237,2015-01-08,688
1471156710,00235,2015-01-08,689
3623344710,00235,2015-01-08,690
5648641702,00235,2015-01-08,691
5840119709,00235,2015-01-08,692
5576228758,00236,2015-01-08,693
8502682733,00235,2015-01-08,694
7771579779,00237,2015-01-08,695
492472718,00235,2015-01-08,696
7771579779,00235,2015-01-08,697
50534475787,00235,2015-01-08,698
94387575700,00235,2015-01-08,699
8502682733,00235,2015-01-09,700
1471156710,00235,2015-01-09,701
7771579779,00236,2015-01-09,702
492472718,00237,2015-01-09,703
7771579779,00235,2015-01-09,704
19290992743,00235,2015-01-09,705
2600586709,00237,2015-01-09,706
9283760794,00235,2015-01-09,707
2600586709,00236,2015-01-09,708
1471156710,00235,2015-01-09,709
8719655770,00237,2015-01-09,710
5576228758,00235,2015-01-09,711
492472718,00235,2015-01-09,712
2600586709,00236,2015-01-09,713
7771579779,00237,2015-01-09,714
9283760794,00236,2015-01-09,715
492472718,00236,2015-01-09,716
5648641702,00235,2015-01-09,717
50534475787,00235,2015-01-09,718
1471156710,00235,2015-01-09,719
8502682733,00236,2015-01-09,720
5648641702,00236,2015-01-09,721
492472718,00235,2015-01-09,722
19290992743,00237,2015-01-09,723
5648641702,00237,2015-01-09,724
1471156710,00235,2015-01-09,725
1471156710,00235,2015-01-09,726
50534475787,00236,2015-01-09,727
8502682733,00236,2015-01-09,728
9283760794,00235,2015-01-09,729
5648641702,00235,2015-01-09,730
2600586709,00236,2015-01-09,731
5648641702,00235,2015-01-09,732
8502682733,00236,2015-01-09,733
3623344710,00236,2015-01-09,734
7771579779,00235,2015-01-09,735
19290992743,00237,2015-01-09,736
9283760794,00237,2015-01-09,737
5648641702,00237,2015-01-09,738
5576228758,00237,2015-01-09,739
19290992743,00237,2015-01-09,740
5576228758,00236,2015-01-09,741
50534475787,00236,2015-01-09,742
1471156710,00237,2015-01-09,743
492472718,00236,2015-01-09,744
5648641702,00235,2015-01-09,745
492472718,00237,2015-01-09,746
8719655770,00236,2015-01-09,747
19290992743,00237,2015-01-09,748
94387575700,00236,2015-01-09,749
94387575700,00235,2015-01-09,750
19290992743,00236,2015-01-09,751
9283760794,00237,2015-01-09,752
94387575700,00237,2015-01-09,753
7771579779,00236,2015-01-09,754
8502682733,00236,2015-01-09,755
5576228758,00237,2015-01-09,756
8719655770,00235,2015-01-09,757
1471156710,00236,2015-01-09,758
5576228758,00235,2015-01-09,759
3623344710,00237,2015-01-09,760
3623344710,00236,2015-01-09,761
9283760794,00235,2015-01-09,762
5840119709,00235,2015-01-09,763
19290992743,00237,2015-01-09,764
5840119709,00236,2015-01-09,765
5576228758,00237,2015-01-09,766
8719655770,00237,2015-01-09,767
3623344710,00235,2015-01-09,768
7771579779,00235,2015-01-09,769
8719655770,00237,2015-01-09,770
2600586709,00235,2015-01-09,771
94387575700,00237,2015-01-09,772
492472718,00235,2015-01-09,773
94387575700,00235,2015-01-09,774
9283760794,00236,2015-01-09,775
5648641702,00237,2015-01-09,776
5840119709,00237,2015-01-09,777
7771579779,00237,2015-01-10,778
8719655770,00236,2015-01-10,779
7771579779,00235,2015-01-10,780
19290992743,00235,2015-01-10,781
5840119709,00237,2015-01-10,782
7771579779,00236,2015-01-10,783
3623344710,00236,2015-01-10,784
492472718,00237,2015-01-10,785
8719655770,00235,2015-01-10,786
9283760794,00236,2015-01-10,787
5648641702,00236,2015-01-10,788
8502682733,00237,2015-01-10,789
5840119709,00236,2015-01-10,790
9283760794,00235,2015-01-10,791
7771579779,00235,2015-01-10,792
50534475787,00236,2015-01-10,793
8719655770,00237,2015-01-10,794
8719655770,00236,2015-01-10,795
7771579779,00236,2015-01-10,796
2600586709,00236,2015-01-10,797
50534475787,00235,2015-01-10,798
7771579779,00235,2015-01-10,799
5840119709,00235,2015-01-10,800
8719655770,00235,2015-01-10,801
19290992743,00235,2015-01-10,802
1471156710,00237,2015-01-10,803
492472718,00236,2015-01-10,804
94387575700,00237,2015-01-10,805
492472718,00235,2015-01-10,806
5648641702,00236,2015-01-10,807
9283760794,00236,2015-01-10,808
5576228758,00236,2015-01-10,809
50534475787,00237,2015-01-10,810
19290992743,00237,2015-01-10,811
492472718,00237,2015-01-10,812
8502682733,00237,2015-01-10,813
2600586709,00236,2015-01-10,814
3623344710,00236,2015-01-10,815
5840119709,00236,2015-01-10,816
94387575700,00237,2015-01-10,817
8719655770,00235,2015-01-10,818
9283760794,00237,2015-01-10,819
5576228758,00236,2015-01-10,820
2600586709,00236,2015-01-10,821
3623344710,00237,2015-01-10,822
5576228758,00236,2015-01-10,823
8719655770,00236,2015-01-10,824
5840119709,00236,2015-01-10,825
50534475787,00235,2015-01-10,826
1471156710,00237,2015-01-10,827
1471156710,00237,2015-01-10,828
5840119709,00237,2015-01-10,829
7771579779,00237,2015-01-10,830
5840119709,00235,2015-01-10,831
5648641702,00236,2015-01-10,832
8719655770,00235,2015-01-10,833
1471156710,00236,2015-01-10,834
50534475787,00235,2015-01-10,835
5648641702,00237,2015-01-10,836
3623344710,00236,2015-01-10,837
19290992743,00237,2015-01-10,838
1471156710,00235,2015-01-10,839
5648641702,00235,2015-01-10,840
492472718,00237,2015-01-10,841
5648641702,00236,2015-01-10,842
8502682733,00235,2015-01-11,843
492472718,00237,2015-01-11,844
1471156710,00235,2015-01-11,845
94387575700,00235,2015-01-11,846
2600586709,00237,2015-01-11,847
492472718,00235,2015-01-11,848
94387575700,00236,2015-01-11,849
8719655770,00236,2015-01-11,850
7771579779,00235,2015-01-11,851
1471156710,00235,2015-01-11,852
5648641702,00237,2015-01-11,853
50534475787,00236,2015-01-11,854
5648641702,00236,2015-01-11,855
8502682733,00237,2015-01-11,856
50534475787,00235,2015-01-11,857
50534475787,00237,2015-01-11,858
3623344710,00235,2015-01-11,859
5648641702,00237,2015-01-11,860
94387575700,00236,2015-01-11,861
492472718,00237,2015-01-11,862
8502682733,00235,2015-01-11,863
19290992743,00237,2015-01-11,864
8719655770,00237,2015-01-11,865
2600586709,00236,2015-01-11,866
7771579779,00236,2015-01-11,867
3623344710,00235,2015-01-11,868
8719655770,00237,2015-01-11,869
9283760794,00237,2015-01-11,870
2600586709,00236,2015-01-11,871
7771579779,00235,2015-01-11,872
7771579779,00235,2015-01-11,873
492472718,00237,2015-01-11,874
2600586709,00235,2015-01-11,875
8502682733,00236,2015-01-11,876
492472718,00236,2015-01-11,877
5840119709,00236,2015-01-11,878
3623344710,00237,2015-01-11,879
3623344710,00235,2015-01-11,880
5840119709,00236,2015-01-11,881
8719655770,00237,2015-01-11,882
50534475787,00237,2015-01-11,883
50534475787,00236,2015-01-11,884
19290992743,00235,2015-01-11,885
8502682733,00235,2015-01-11,886
3623344710,00237,2015-01-11,887
3623344710,00237,2015-01-11,888
5576228758,00236,2015-01-11,889
8502682733,00237,2015-01-11,890
5648641702,00235,2015-01-11,891
94387575700,00236,2015-01-11,892
5840119709,00236,2015-01-11,893
8719655770,00235,2015-01-11,894
3623344710,00237,2015-01-11,895
8502682733,00237,2015-01-11,896
19290992743,00236,2015-01-11,897
2600586709,00236,2015-01-11,898
492472718,00237,2015-01-11,899
2600586709,00237,2015-01-11,900
1471156710,00236,2015-01-11,901
492472718,00237,2015-01-11,902
19290992743,00236,2015-01-11,903
94387575700,00237,2015-01-11,904
2600586709,00237,2015-01-11,905
5840119709,00236,2015-01-11,906
1471156710,00236,2015-01-12,907
8719655770,00235,2015-01-12,908
19290992743,00236,2015-01-12,909
19290992743,00235,2015-01-12,910
50534475787,00237,2015-01-12,911
19290992743,00237,2015-01-12,912
19290992743,00235,2015-01-12,913
50534475787,00235,2015-01-12,914
5576228758,00236,2015-01-12,915
8502682733,00236,2015-01-12,916
9283760794,00237,2015-01-12,917
94387575700,00235,2015-01-12,918
5840119709,00236,2015-01-12,919
492472718,00236,2015-01-12,920
3623344710,00236,2015-01-12,921
